student_id,subject_1_score,subject_2_score,subject_3_score,subject_4_score
287,480,120,410,400
288,320,440,60,380
289,210,300,30,480
290,230,350,160,120
291,400,70,380,230
292,80,350,490,70
293,300,430,70,70
294,420,470,130,490
295,40,280,350,280
296,90,50,50,210
297,480,100,140,460
298,330,400,480,30
299,330,180,300,230
300,480,260,330,470
301,380,320,90,40
302,100,170,140,390
303,60,150,290,310
304,360,100,70,200
305,240,50,130,380
306,240,20,220,220
307,10,270,20,490
308,460,170,470,340
309,20,170,180,150
310,310,220,40,230
311,410,130,250,270
312,110,370,370,350
313,80,210,210,30
314,240,410,270,290
315,230,90,250,250
316,150,110,150,170
317,120,200,90,490
318,140,120,220,480
319,430,410,390,50
320,460,110,100,180
321,120,320,400,460
322,490,110,490,330
323,490,480,120,240
324,80,480,440,80
325,230,380,150,60
326,230,420,30,490
327,210,390,470,270
328,370,250,470,440
329,0,210,10,230
330,140,210,110,470
331,30,380,170,20
332,420,10,20,370
333,380,170,0,160
334,350,70,90,440
335,100,0,70,210
336,460,130,350,80
337,100,50,230,60
338,340,60,170,350
339,350,70,140,270
340,410,170,140,400
341,50,130,180,440
342,420,340,450,230
343,250,120,450,450
344,480,20,160,400
345,430,210,430,170
346,400,250,210,220
347,170,20,410,460
348,270,130,120,410
349,50,20,100,150
350,470,410,160,220
351,330,80,380,430
352,490,450,350,190
353,380,460,270,10
354,290,110,300,100
355,360,120,210,230
356,80,40,190,20
357,350,410,340,50
358,70,60,490,30
359,30,480,360,360
360,340,400,0,400
361,330,100,430,480
362,370,150,280,250
363,330,140,210,190
364,20,110,170,80
365,10,280,150,270
366,290,200,110,240
367,0,250,20,110
368,130,130,220,180
369,360,170,60,290
370,80,490,170,420
371,160,430,120,350
372,70,0,430,430
373,20,50,20,30
374,90,30,390,270
375,110,240,360,150
376,470,140,250,260
377,450,290,110,60
378,440,140,410,160
379,410,290,470,0
380,80,110,420,220
381,400,250,440,20
382,140,350,340,280
383,280,230,380,90
384,430,230,310,10
385,460,240,0,240
386,150,50,480,260
387,10,330,70,10
388,90,430,20,270
389,460,420,150,70
390,400,340,220,280
391,90,410,100,470
392,30,190,200,240
393,350,280,290,300
394,0,340,430,340
395,100,430,20,340
396,160,170,490,100
397,10,340,120,360
398,110,360,400,480
399,120,180,150,80
400,480,420,440,420
401,130,90,240,330
402,480,0,280,450
403,30,430,90,60
404,430,230,300,330
405,60,40,480,420
406,440,330,360,480
407,10,170,160,490
408,60,490,170,210
409,380,220,170,380
410,360,280,80,370
411,80,160,430,90
412,30,470,70,320
413,220,280,260,340
414,400,360,350,20
415,440,120,260,360
416,0,80,20,160
417,350,80,150,170
418,470,470,20,80
419,70,390,130,440
420,330,410,60,400
421,240,380,350,430
422,330,370,310,290
423,450,390,50,490
424,220,60,170,50
425,50,130,390,280
426,350,180,30,120
427,250,140,460,190
428,120,50,120,410
429,100,440,420,310
430,120,0,330,100
431,120,160,150,480
432,330,470,390,150
433,90,190,100,470
434,160,350,10,40
435,110,420,100,220
436,50,440,470,60
437,330,430,270,340
438,250,70,370,0
439,480,320,100,250
440,490,470,370,480
441,220,150,160,300
442,10,110,10,370
443,0,140,50,230
444,340,140,240,250
445,470,350,420,300
446,360,120,230,480
447,230,140,130,350
448,160,330,330,270
449,460,490,400,210
450,430,300,110,210
451,370,330,440,100
452,280,200,300,270
453,410,260,150,260
454,250,380,170,350
455,220,60,160,160
456,230,20,120,360
457,210,370,320,240
458,240,240,480,160
459,330,270,440,370
460,360,430,360,260
461,100,270,430,340
462,210,140,50,320
463,330,110,100,70
464,110,350,300,170
465,20,320,350,250
466,150,180,370,320
467,180,160,310,100
468,340,300,270,160
469,280,0,40,250
470,70,390,470,60
471,220,460,160,370
472,390,460,460,20
473,70,150,240,110
474,180,420,50,90
475,240,440,210,140
476,210,100,170,410
477,220,150,200,420
478,20,140,370,270
479,320,90,430,0
480,10,110,460,40
481,470,460,100,180
482,380,210,320,450
483,130,350,400,50
484,290,370,300,330
485,400,390,80,90
486,250,250,230,200
487,360,10,110,280
488,190,360,160,60
489,220,440,230,490
490,370,410,310,420
491,400,100,140,410
492,80,280,140,70
493,280,0,0,170
494,210,390,130,280
495,320,50,180,400
496,110,120,70,150
497,390,480,40,450
498,180,470,120,420
499,250,350,210,450
500,80,380,220,60
501,280,350,30,130
502,60,400,60,130
503,270,470,240,130
504,440,330,360,290
505,20,400,260,380
506,0,240,490,100
507,290,250,470,200
508,20,140,450,300
509,430,300,80,130
510,240,60,280,20
511,90,30,470,100
512,470,210,130,90
513,110,380,460,190
514,230,310,400,0
515,30,380,120,390
516,280,130,290,210
517,170,340,470,300
518,120,470,330,350
519,200,250,360,170
520,380,180,210,300
521,220,200,300,160
522,30,10,0,340
523,350,210,260,240
524,290,230,370,240
525,230,370,460,240
526,70,140,130,20
527,290,400,50,460
528,450,10,280,440
529,0,200,220,310
530,350,110,70,190
531,190,300,210,310
532,190,150,200,460
533,430,250,470,370
534,450,230,90,280
535,210,480,220,200
536,230,130,30,290
537,460,210,240,350
538,400,10,260,380
539,400,0,120,480
540,150,290,160,30
541,200,180,140,420
542,170,330,150,220
543,270,460,370,110
544,300,190,210,70
545,380,160,220,290
546,240,240,400,300
547,40,240,180,360
548,370,480,470,70
549,0,90,210,30
550,490,390,290,320
551,400,480,90,450
552,410,70,430,400
553,420,380,140,360
554,410,270,290,20
555,230,480,130,70
556,340,130,110,460
557,230,340,110,120
558,110,200,410,440
559,70,130,360,350
560,100,70,230,310
561,490,60,40,470
562,70,320,0,80
563,80,300,270,270
564,370,450,480,170
565,140,430,60,300
566,490,10,160,60
567,140,470,350,280
568,280,210,340,320
569,230,150,470,20
570,370,260,110,370
571,60,440,260,50
572,290,190,440,380
573,300,440,270,120
574,200,130,70,470
575,290,430,50,350
576,120,40,230,450
577,260,480,30,240
578,410,210,490,90
579,200,20,290,160
580,250,30,100,490
581,310,120,120,10
582,180,310,30,350
583,250,150,100,90
584,290,360,230,250
585,170,340,350,260
586,310,330,240,140
587,320,10,30,420
588,200,430,110,130
589,190,370,380,30
590,320,30,70,260
591,20,480,130,80
592,20,310,100,200
593,30,30,80,270
594,200,130,30,220
595,330,250,130,310
596,150,90,150,320
597,30,70,260,440
598,440,320,330,340
599,300,440,190,60
600,110,120,390,440
601,430,480,220,220
602,110,120,480,180
603,460,450,460,0
604,170,60,450,430
605,430,210,290,210
606,200,350,410,470
607,430,200,240,400
608,110,200,320,420
609,70,440,50,480
610,0,450,100,40
611,220,0,150,0
612,30,420,430,390
613,270,430,170,230
614,20,370,370,310
615,10,240,190,370
616,60,100,330,60
617,110,370,210,160
618,440,290,210,140
619,120,190,380,120
620,460,250,300,280
621,400,370,210,410
622,10,50,180,450
623,110,30,230,360
624,150,290,130,10
625,120,290,60,120
626,0,480,330,0
627,450,250,330,160
628,480,210,340,370
629,310,100,430,430
630,490,170,440,230
631,70,200,480,370
632,500,320,230,280
633,90,310,100,310
634,10,0,300,350
635,450,250,180,410
636,240,160,310,10
637,480,280,450,350
638,400,170,460,130
639,70,150,250,300
640,170,180,30,490
641,420,150,200,190
642,190,360,390,310
643,410,460,130,150
644,40,320,320,400
645,230,300,50,270
646,10,470,100,110
647,110,380,190,140
648,250,330,210,400
649,340,350,370,240
650,40,360,70,320
651,30,490,170,270
652,250,420,320,370
653,230,240,410,160
654,290,460,210,30
655,60,360,350,460
656,260,360,360,320
657,360,70,130,380
658,20,480,10,120
659,450,360,490,470
660,420,470,390,370
661,290,420,170,150
662,410,150,0,420
663,250,460,290,180
664,140,340,0,320
665,230,410,430,220
666,180,180,400,330
667,40,10,190,230
668,450,220,10,260
669,290,380,230,370
670,350,370,390,210
671,230,10,280,50
672,480,350,10,30
673,440,270,340,400
674,200,300,60,430
675,140,150,390,330
676,400,290,380,110
677,280,360,400,260
678,210,120,230,200
679,210,80,60,280
680,0,140,480,330
681,150,140,30,380
682,330,200,120,400
683,240,340,180,440
684,400,30,400,10
685,250,40,230,460
686,270,390,370,0
687,280,360,230,440
688,430,140,240,440
689,90,50,10,330
690,370,90,10,410
691,270,340,200,80
692,210,50,170,80
693,200,270,20,410
694,60,380,490,400
695,280,330,80,440
696,220,120,270,340
697,440,130,20,80
698,100,360,20,240
699,170,260,330,340
700,440,150,390,360
701,140,150,320,460
702,350,480,20,420
703,430,200,250,230
704,260,250,360,410
705,330,180,260,190
706,150,470,470,410
707,380,100,70,160
708,400,90,280,290
709,240,160,370,330
710,80,130,90,190
711,190,430,240,440
712,280,0,140,170
713,400,480,20,0
714,60,10,190,70
715,470,270,270,330
716,210,230,160,320
717,360,440,140,130
718,410,360,450,0
719,90,60,410,130
720,40,20,110,200
721,350,170,430,270
722,290,60,180,300
723,120,50,270,100
724,130,290,300,280
725,170,410,480,450
726,480,310,220,450
727,210,440,20,20
728,180,280,210,340
729,20,0,280,370
730,190,0,170,470
731,140,160,150,290
732,410,210,380,210
733,360,70,350,10
734,150,140,260,100
735,30,250,160,480
736,180,470,330,490
737,390,270,170,140
738,80,280,90,130
739,60,30,20,90
740,420,250,340,230
741,0,480,140,20
742,120,190,210,130
743,0,120,360,290
744,120,400,140,150
745,220,290,340,370
746,450,460,480,480
747,160,30,250,20
748,110,0,60,340
749,130,120,60,310
750,200,440,240,80
751,350,380,170,490
752,280,470,270,130
753,170,410,490,480
754,300,80,170,340
755,20,390,30,150
756,20,90,120,350
757,250,20,310,420
758,360,110,100,470
759,180,400,110,230
760,280,280,240,40
761,150,100,40,390
762,370,450,310,150
763,160,180,350,450
764,410,140,10,0
765,320,10,410,240
766,300,40,210,310
767,270,310,280,90
768,30,240,110,320
769,200,240,230,250
770,20,90,440,330
771,250,30,190,360
772,160,140,310,70
773,250,440,100,200
774,20,350,200,350
775,340,430,430,50
776,320,390,490,310
777,320,210,350,250
778,380,190,60,0
779,120,320,110,130
780,250,160,80,350
781,420,170,20,390
782,150,410,190,170
783,190,250,400,120
784,380,90,80,60
785,190,310,60,90
786,300,110,440,60
787,210,350,330,440
788,330,130,450,10
789,480,50,80,410
790,400,260,260,480
791,350,30,120,430
792,40,370,10,450
793,450,80,320,250
794,180,300,490,140
795,310,80,130,340
796,330,0,360,260
797,430,300,400,170
798,400,300,100,10
799,370,320,90,210
800,350,490,270,20
801,120,130,260,30
802,210,30,410,40
803,420,420,410,340
804,460,360,420,490
805,190,430,10,110
806,410,330,250,370
807,470,460,170,90
808,30,120,120,390
809,230,460,170,420
810,480,100,170,280
811,120,290,370,60
812,230,50,160,440
813,250,170,350,240
814,370,300,370,480
815,230,220,130,380
816,10,220,410,480
817,110,370,490,30
818,150,370,70,90
819,130,130,440,350
820,110,140,320,240
821,90,110,110,470
822,460,370,460,390
823,450,270,480,260
824,110,470,70,110
825,490,40,130,380
826,360,430,290,300
827,460,150,380,100
828,230,70,410,370
829,250,160,240,130
830,160,470,490,310
831,320,460,430,30
832,490,50,120,230
833,160,410,420,170
834,60,110,0,410
835,80,430,50,410
836,290,30,400,0
837,280,80,50,310
838,430,290,220,430
839,450,370,440,250
840,40,480,430,340
841,250,100,140,440
842,0,70,140,370
843,340,190,270,140
844,470,20,80,380
845,450,390,380,70
846,130,480,140,460
847,390,260,230,80
848,340,370,430,160
849,30,360,180,80
850,400,180,410,270
851,150,450,30,470
852,230,450,20,340
853,360,250,110,70
854,340,40,140,120
855,250,240,260,230
856,260,330,280,460
857,170,480,80,430
858,240,210,60,440
859,440,470,190,440
860,160,10,350,230
861,300,320,250,210
862,230,50,310,250
863,270,200,440,80
864,300,310,100,230
865,200,310,250,10
866,150,80,390,490
867,430,250,270,450
868,330,20,40,100
869,240,350,230,420
870,120,140,230,110
871,170,350,470,160
872,20,20,80,240
873,350,210,90,470
874,360,460,330,150
875,280,60,340,360
876,440,200,90,170
877,240,480,280,250
878,350,110,120,40
879,190,50,340,150
880,240,190,190,420
881,330,450,310,440
882,220,70,140,50
883,490,290,340,120
884,410,390,260,0
885,450,70,230,310
886,100,400,390,430
887,430,260,430,230
888,0,80,260,70
889,470,470,360,190
890,120,150,410,280
891,360,410,230,220
892,60,290,130,170
893,280,90,290,390
894,340,340,270,260
895,90,150,430,170
896,430,80,30,460
897,490,160,240,440
898,230,140,160,20
899,10,40,100,150
900,160,270,60,90
901,350,320,220,90
902,240,260,490,190
903,170,330,310,340
904,190,100,470,150
905,30,420,50,340
906,390,330,210,70
907,100,190,10,180
908,360,410,200,170
909,480,270,440,30
910,280,310,380,300
911,380,250,250,90
912,130,90,70,270
913,350,460,130,90
914,480,200,70,350
915,240,490,280,390
916,340,460,10,310
917,430,60,430,200
918,110,260,200,430
919,140,410,200,280
920,350,110,250,230
921,230,60,110,190
922,410,260,350,70
923,480,390,140,170
924,0,0,460,430
925,350,130,190,40
926,280,30,260,430
927,290,260,390,90
928,470,210,430,100
929,10,90,90,60
930,350,460,280,20
931,20,410,160,400
932,100,150,70,140
933,20,110,110,50
934,40,260,240,110
935,430,280,170,220
936,210,330,60,390
937,490,190,400,170
938,120,170,200,40
939,20,120,70,240
940,30,50,40,240
941,60,410,390,320
942,70,210,420,500
943,390,370,290,350
944,370,150,490,10
945,470,20,320,50
946,360,480,280,480
947,70,460,220,390
948,0,480,170,350
949,370,20,190,140
950,0,60,300,440
951,210,290,430,320
952,240,280,100,60
953,350,360,380,210
954,260,0,330,230
955,10,360,150,360
956,350,340,190,450
957,150,270,350,120
958,20,410,90,240
959,10,420,290,310
960,490,260,290,390
961,320,140,180,180
962,220,470,300,280
963,280,20,340,70
964,10,90,310,310
965,250,90,340,290
966,10,0,380,10
967,70,60,490,370
968,220,130,150,450
969,400,200,120,20
970,60,180,490,180
971,110,240,160,260
972,160,10,60,470
973,50,290,200,380
974,490,300,320,290
975,280,330,420,340
976,400,380,440,240
977,50,430,180,440
978,70,0,30,260
979,460,490,370,420
980,460,480,290,290
981,470,90,220,50
982,260,0,90,330
983,350,60,410,240
984,330,310,200,480
985,260,20,260,240
986,400,60,140,280
987,490,330,420,330
988,190,300,410,80
989,230,260,170,460
990,20,110,280,280
991,480,290,470,420
992,360,110,190,240
993,100,270,50,380
994,150,430,180,370
995,80,150,240,210
996,10,380,330,210
997,50,320,210,470
998,350,200,420,70
999,160,330,280,300
1000,320,160,100,280
1001,130,210,100,460
1002,410,190,440,170
1003,320,80,420,480
1004,80,330,290,70
1005,70,100,200,240
1006,340,250,220,450
1007,270,340,440,430
1008,170,140,190,240
1009,90,460,320,470
1010,30,90,370,190
1011,270,480,150,380
1012,190,290,220,90
1013,390,40,200,410
1014,360,320,120,340
1015,130,340,210,140
1016,10,400,50,290
1017,330,110,410,440
1018,440,390,220,340
1019,190,40,340,360
1020,490,330,0,60
1021,460,200,300,140
1022,430,30,190,150
1023,70,280,420,160
1024,190,130,190,380
1025,400,200,410,210
1026,30,490,330,440
1027,240,10,470,100
1028,0,360,190,460
1029,70,140,410,210
1030,120,0,230,420
1031,140,280,70,120
1032,420,250,450,280
1033,440,200,240,190
1034,140,250,40,180
1035,50,380,10,340
1036,360,420,270,430
1037,330,310,370,210
1038,80,240,10,230
1039,250,260,0,0
1040,210,50,60,60
1041,140,30,380,340
1042,150,210,50,480
1043,210,270,280,450
1044,460,90,190,200
1045,190,90,400,420
1046,180,410,110,440
1047,150,380,210,330
1048,440,330,270,360
1049,100,340,180,20
1050,440,160,170,190
1051,160,260,280,110
1052,160,450,440,390
1053,220,50,300,80
1054,440,180,370,490
1055,380,260,340,90
1056,180,410,170,20
1057,350,450,110,40
1058,270,380,90,260
1059,320,120,180,230
1060,360,60,210,340
1061,390,70,310,340
1062,160,20,10,380
1063,30,150,210,130
1064,230,320,340,450
1065,20,290,340,400
1066,210,210,400,120
1067,10,280,360,210
1068,440,380,170,320
1069,280,280,280,220
1070,250,360,90,90
1071,390,110,270,470
1072,120,170,160,120
1073,170,430,50,120
1074,20,240,360,340
1075,320,20,380,390
1076,110,140,400,390
1077,50,170,400,360
1078,440,300,340,130
1079,280,160,100,300
1080,180,430,300,90
1081,340,70,390,110
1082,270,440,40,460
1083,330,80,250,230
1084,270,150,320,230
1085,490,280,370,80
1086,230,40,300,40
1087,460,180,310,400
1088,360,40,370,130
1089,160,390,150,10
1090,290,60,310,280
1091,20,300,250,470
1092,360,420,420,350
1093,50,440,160,20
1094,470,230,260,50
1095,370,300,260,380
1096,430,220,110,0
1097,430,10,390,330
1098,170,0,0,220
1099,60,370,270,110
1100,430,250,410,50
1101,280,170,370,310
1102,310,90,90,40
1103,330,70,340,120
1104,210,200,0,220
1105,320,0,290,200
1106,20,480,420,60
1107,320,340,290,170
1108,100,430,210,150
1109,230,220,0,70
1110,480,270,190,60
1111,220,230,170,370
1112,310,250,300,240
1113,260,470,490,30
1114,460,30,460,310
1115,270,50,470,140
1116,430,40,100,480
1117,40,450,330,490
1118,460,60,20,240
1119,290,30,460,280
1120,220,200,200,210
1121,340,310,400,90
1122,300,310,120,380
1123,20,60,200,0
1124,470,200,370,150
1125,0,430,170,460
1126,410,280,310,170
1127,290,20,170,110
1128,300,460,450,420
1129,400,170,460,440
1130,100,80,120,180
1131,390,350,50,150
1132,220,410,240,330
1133,410,300,420,10
1134,150,350,390,410
1135,240,320,460,200
1136,260,380,350,240
1137,230,20,100,130
1138,270,390,90,490
1139,340,350,420,180
1140,350,450,200,40
1141,30,160,480,190
1142,200,280,440,120
1143,460,230,70,30
1144,290,190,310,110
1145,50,470,150,390
1146,40,350,150,230
1147,170,360,400,490
1148,240,290,230,380
1149,140,80,180,420
1150,390,480,270,410
1151,290,210,300,350
1152,370,270,490,280
1153,340,60,300,70
1154,360,350,210,250
1155,30,140,340,240
1156,100,150,280,120
1157,380,460,80,440
1158,340,90,380,280
1159,310,370,350,450
1160,420,490,440,400
1161,460,110,220,330
1162,210,150,330,310
1163,210,390,480,160
1164,270,280,200,60
1165,100,260,330,350
1166,30,170,180,420
1167,40,10,190,290
1168,160,210,40,430
1169,350,260,420,460
1170,10,0,120,320
1171,210,280,160,360
1172,190,150,170,400
1173,260,480,170,470
1174,310,380,360,50
1175,270,480,120,460
1176,180,90,270,210
1177,210,490,300,40
1178,30,480,490,480
1179,370,40,60,440
1180,300,420,330,110
1181,40,260,330,360
1182,320,310,100,360
1183,150,250,190,190
1184,140,160,70,390
1185,50,450,470,470
1186,210,310,360,140
1187,330,420,430,210
1188,150,20,10,360
1189,400,110,470,310
1190,140,250,170,420
1191,120,450,150,10
1192,110,160,250,460
1193,360,130,320,280
1194,410,460,400,20
1195,200,460,340,60
1196,50,90,190,310
1197,280,450,110,220
1198,190,150,410,0
1199,30,410,20,310
1200,60,250,0,250
1201,110,290,410,320
1202,380,60,460,300
1203,130,350,210,330
1204,440,30,10,10
1205,310,470,280,150
1206,20,180,430,270
1207,420,380,190,60
1208,380,200,480,420
1209,460,140,310,190
1210,90,210,240,180
1211,230,220,160,380
1212,110,110,400,0
1213,260,450,0,80
1214,290,30,170,140
1215,230,190,490,390
1216,40,470,30,160
1217,50,50,190,70
1218,60,220,440,260
1219,320,490,420,30
1220,470,440,440,170
1221,380,90,360,480
1222,90,260,390,220
1223,340,390,80,370
1224,10,100,260,370
1225,410,320,220,40
1226,370,400,360,290
1227,410,160,440,190
1228,430,190,400,70
1229,280,20,380,150
1230,170,0,110,490
1231,90,80,430,360
1232,310,150,350,430
1233,20,440,140,340
1234,80,220,460,30
1235,120,450,20,180
1236,30,320,250,150
1237,330,320,490,110
1238,390,150,180,490
1239,280,460,250,240
1240,250,240,240,160
1241,0,240,100,230
1242,300,360,290,320
1243,450,240,400,30
1244,230,120,160,410
1245,420,40,170,180
1246,230,450,430,490
1247,240,420,80,20
1248,360,410,270,140
1249,130,80,310,180
1250,160,150,100,450
1251,120,10,100,300
1252,290,30,140,90
1253,130,110,10,380
1254,430,200,460,170
1255,420,220,480,70
1256,200,230,130,130
1257,390,90,380,80
1258,110,380,420,410
1259,350,450,140,320
1260,0,100,110,20
1261,20,460,260,380
1262,110,80,150,160
1263,240,60,130,0
1264,320,450,330,20
1265,370,240,80,290
1266,190,350,380,190
1267,60,340,0,380
1268,290,360,180,330
1269,140,170,100,60
1270,410,370,430,430
1271,150,450,220,290
1272,170,280,20,280
1273,210,450,310,50
1274,0,200,80,0
1275,180,180,290,460
1276,80,330,390,280
1277,390,260,280,410
1278,360,480,420,130
1279,310,320,360,480
1280,410,380,390,20
1281,80,230,440,290
1282,390,70,430,360
1283,100,90,470,400
1284,260,350,460,20
1285,410,490,190,460
1286,240,380,130,20
1287,360,230,340,230
1288,430,40,250,180
1289,490,360,400,100
1290,140,120,450,50
1291,280,340,180,40
1292,50,270,120,340
1293,290,210,490,390
1294,480,200,20,100
1295,190,80,180,70
1296,0,290,290,480
1297,140,60,250,440
1298,490,90,340,340
1299,20,160,410,260
1300,100,420,270,210
1301,210,0,330,180
1302,400,210,270,420
1303,0,310,30,300
1304,100,60,100,130
1305,170,100,340,430
1306,470,110,280,250
1307,250,20,390,80
1308,380,220,490,170
1309,440,270,320,230
1310,460,100,350,290
1311,410,310,60,150
1312,370,90,180,70
1313,290,300,20,190
1314,370,270,200,0
1315,430,490,450,480
1316,480,30,0,160
1317,130,390,250,100
1318,10,250,480,60
1319,110,440,420,160
1320,300,380,410,20
1321,50,250,20,420
1322,490,110,300,280
1323,0,170,480,0
1324,410,240,100,370
1325,190,20,480,100
1326,300,10,120,280
1327,50,130,110,230
1328,200,230,300,160
1329,380,20,130,360
1330,330,420,350,130
1331,180,400,260,170
1332,290,170,70,110
1333,420,410,160,460
1334,150,180,80,430
1335,270,370,250,40
1336,310,190,60,400
1337,290,400,50,420
1338,290,360,200,390
1339,100,430,300,90
1340,140,80,0,90
1341,50,340,250,380
1342,190,180,70,230
1343,370,500,400,400
1344,280,80,140,430
1345,240,320,490,260
1346,330,390,390,140
1347,440,400,60,310
1348,290,70,490,320
1349,390,160,490,290
1350,400,150,460,450
1351,190,180,150,280
1352,450,250,280,150
1353,190,80,140,20
1354,280,10,350,170
1355,450,450,130,410
1356,120,80,180,250
1357,360,150,200,160
